Mid,H2H_date,H2H_time,H2H_total_t1,H2H_total_t2
371479,2019-12-26,06:15:00,1.0,2.0
371570,2020-04-29,10:35:00,0.0,2.0
371570,2020-04-24,08:05:00,2.0,0.0
371570,2020-03-26,11:05:00,2.0,1.0
371570,2019-10-21,12:37:40,0.0,2.0
371570,2019-10-16,15:08:02,0.0,2.0
371204,2020-04-13,08:05:00,2.0,0.0
370050,2020-04-22,09:10:00,2.0,1.0
370050,2020-04-06,03:25:00,0.0,1.0
370050,2020-03-20,08:15:00,2.0,0.0
370050,2020-02-29,03:05:00,0.0,2.0
370050,2019-12-25,09:20:00,0.0,2.0
371656,2020-03-04,11:20:00,0.0,2.0
370050,2020-04-22,09:10:00,2.0,1.0
370050,2020-04-06,03:25:00,0.0,1.0
370050,2020-03-20,08:15:00,2.0,0.0
370050,2020-02-29,03:05:00,0.0,2.0
370050,2019-12-25,09:20:00,0.0,2.0
371486,2019-12-05,08:30:00,2.0,0.0
371486,2019-07-13,05:58:01,2.0,0.0
371486,2019-07-12,10:30:00,1.0,0.0
371486,2019-07-11,05:00:00,1.0,0.0
371486,2019-04-03,11:04:43,1.0,2.0
371282,2020-04-08,03:40:00,2.0,0.0
371282,2019-12-06,11:05:00,1.0,1.0
371282,2019-10-21,05:40:02,2.0,0.0
371590,2020-04-25,06:30:00,2.0,0.0
371027,2020-05-02,15:45:00,0.0,2.0
371027,2020-04-02,15:40:00,0.0,2.0
371317,2020-04-17,08:05:00,2.0,1.0
371317,2019-10-31,11:23:02,0.0,2.0
371753,2020-03-26,08:40:00,2.0,0.0
371753,2020-03-19,05:25:00,1.0,2.0
371753,2019-10-02,04:00:00,1.0,2.0
371781,2020-04-19,11:30:00,2.0,0.0
371781,2020-04-03,14:30:00,2.0,0.0
371781,2020-03-18,08:30:00,2.0,0.0
371781,2020-02-27,02:45:00,0.0,2.0
371781,2020-02-20,13:30:00,0.0,2.0
371766,2020-01-04,13:35:00,0.0,2.0
371766,2019-12-11,13:00:00,2.0,0.0
371766,2019-12-06,11:30:00,2.0,0.0
371766,2019-10-14,04:10:03,1.0,2.0
371766,2019-09-18,07:10:03,0.0,2.0
371823,2020-04-19,02:40:00,1.0,2.0
371823,2020-03-31,02:50:00,0.0,2.0
371823,2020-03-03,13:15:00,2.0,0.0
371823,2020-02-02,11:30:00,1.0,2.0
371823,2020-01-18,02:45:00,1.0,2.0
371021,2020-02-26,17:00:00,2.0,1.0
371021,2020-02-09,11:20:00,1.0,1.0
371021,2019-12-06,13:35:00,2.0,3.0
371021,2019-11-29,12:10:02,2.0,1.0
371021,2019-11-02,16:24:53,0.0,2.0
371246,2020-04-18,18:05:00,1.0,1.0
371246,2020-01-30,22:10:00,0.0,2.0
371246,2019-12-03,04:00:00,1.0,0.0
371246,2019-12-02,17:51:02,0.0,2.0
371246,2019-10-29,20:21:02,0.0,2.0
371166,2020-04-25,17:40:00,2.0,1.0
371166,2020-04-21,17:05:00,2.0,0.0
371166,2020-03-26,18:15:00,0.0,2.0
371166,2020-02-10,15:25:00,1.0,1.0
371166,2020-01-20,13:25:00,0.0,2.0
371283,2020-04-27,11:05:00,2.0,0.0
371283,2020-04-03,05:10:00,2.0,0.0
371283,2020-03-14,09:10:00,0.0,2.0
371283,2020-02-22,07:35:00,1.0,1.0
371483,2020-04-16,08:35:00,1.0,2.0
371483,2020-03-31,12:05:00,2.0,0.0
371483,2020-03-29,04:10:00,2.0,1.0
371483,2020-03-27,03:05:00,1.0,2.0
371483,2020-01-21,14:00:00,2.0,1.0
371578,2020-04-07,05:05:00,2.0,0.0
371578,2020-01-07,10:00:00,2.0,0.0
371578,2019-12-16,06:10:00,2.0,0.0
370032,2020-05-03,07:10:00,1.0,1.0
370032,2020-04-01,03:10:00,1.0,1.0
370032,2020-03-18,08:50:00,0.0,2.0
370032,2020-02-28,09:10:00,2.0,0.0
371481,2020-04-12,12:30:00,2.0,0.0
371481,2019-12-29,08:05:00,2.0,0.0
371481,2019-12-12,04:35:00,2.0,1.0
371481,2019-08-15,06:43:02,2.0,0.0
371481,2019-05-28,19:00:00,2.0,0.0
371388,2020-04-17,09:35:00,2.0,1.0
371388,2020-04-15,09:50:00,2.0,0.0
371223,2020-04-21,08:05:00,2.0,0.0
371563,2020-04-07,08:05:00,1.0,2.0
370996,2020-04-07,19:00:00,2.0,0.0
370996,2020-02-11,13:35:00,2.0,0.0
370996,2019-02-21,16:39:51,2.0,0.0
370996,2019-02-04,13:30:17,1.0,2.0
370996,2018-11-09,04:45:29,2.0,0.0
371326,2020-04-12,11:05:00,0.0,2.0
371326,2020-04-09,11:10:00,0.0,2.0
371326,2020-01-08,06:10:00,0.0,2.0
371326,2019-12-03,07:10:02,0.0,2.0
371326,2019-05-16,02:00:00,0.0,1.0
370049,2019-11-08,08:43:02,0.0,2.0
370049,2019-10-15,08:02:21,2.0,1.0
370049,2019-09-12,11:54:02,2.0,0.0
370049,2019-08-09,11:10:02,2.0,0.0
370049,2019-07-18,08:10:02,2.0,1.0
371767,2019-12-29,04:50:00,1.0,3.0
371767,2019-12-27,08:30:00,2.0,1.0
371767,2019-12-19,08:45:00,1.0,2.0
371767,2019-12-12,08:45:00,1.0,2.0
371767,2019-11-14,02:51:02,0.0,2.0
371777,2020-04-30,11:40:00,2.0,3.0
371777,2020-04-28,11:10:00,2.0,1.0
371777,2020-04-20,10:45:00,2.0,0.0
371777,2020-04-07,13:30:00,0.0,2.0
371777,2020-03-03,07:05:00,0.0,2.0
371775,2020-03-17,07:10:00,1.0,2.0
371775,2020-01-14,11:30:00,2.0,3.0
371775,2020-01-12,10:50:00,2.0,0.0
371775,2020-01-07,12:35:00,2.0,0.0
371775,2019-10-22,06:01:19,0.0,2.0
371815,2020-01-19,02:40:00,1.0,2.0
371815,2019-12-19,14:30:00,0.0,2.0
371815,2019-12-12,08:30:00,1.0,2.0
371815,2019-11-28,08:30:00,0.0,2.0
371815,2019-10-18,16:07:02,0.0,2.0
370996,2020-04-07,19:00:00,2.0,0.0
370996,2020-02-11,13:35:00,2.0,0.0
370996,2019-02-21,16:39:51,2.0,0.0
370996,2019-02-04,13:30:17,1.0,2.0
370996,2018-11-09,04:45:29,2.0,0.0
371326,2020-04-12,11:05:00,0.0,2.0
371326,2020-04-09,11:10:00,0.0,2.0
371326,2020-01-08,06:10:00,0.0,2.0
371326,2019-12-03,07:10:02,0.0,2.0
371326,2019-05-16,02:00:00,0.0,1.0
370049,2019-11-08,08:43:02,0.0,2.0
370049,2019-10-15,08:02:21,2.0,1.0
370049,2019-09-12,11:54:02,2.0,0.0
370049,2019-08-09,11:10:02,2.0,0.0
370049,2019-07-18,08:10:02,2.0,1.0
371820,2020-04-21,06:35:00,2.0,1.0
371820,2020-04-01,05:00:00,2.0,1.0
371820,2020-03-26,13:40:00,0.0,2.0
371820,2020-03-22,13:30:00,1.0,2.0
371820,2020-03-07,13:50:00,2.0,0.0
371480,2020-04-30,11:50:00,2.0,0.0
371480,2020-04-08,11:20:00,2.0,1.0
371480,2019-12-29,06:10:00,2.0,0.0
371480,2019-10-06,06:42:02,1.0,1.0
371480,2019-05-17,04:00:00,1.0,0.0
371577,2020-04-07,07:00:00,1.0,1.0
371577,2020-03-24,07:15:00,2.0,1.0
371577,2020-03-21,06:10:00,2.0,0.0
371577,2019-10-21,09:01:14,1.0,2.0
371577,2019-07-20,11:43:02,2.0,0.0
370730,2020-04-07,13:15:00,2.0,0.0
371002,2020-02-14,12:30:00,2.0,3.0
371002,2019-12-03,17:30:00,0.0,2.0
371819,2020-04-19,05:00:00,2.0,1.0
371819,2020-04-01,07:10:00,1.0,2.0
371819,2020-03-01,11:30:00,2.0,1.0
371819,2020-02-07,04:45:00,2.0,1.0
371819,2020-01-19,07:10:00,2.0,0.0
370727,2020-04-07,09:05:00,1.0,2.0
371014,2020-04-15,16:30:00,2.0,0.0
371033,2020-04-18,16:10:00,0.0,2.0
371248,2020-05-01,17:05:00,2.0,0.0
371564,2020-04-06,08:05:00,0.0,2.0
371366,2019-10-26,11:24:32,2.0,1.0
371366,2019-10-25,06:25:36,1.0,0.0
371366,2019-10-03,07:21:02,2.0,1.0
371366,2019-08-09,09:32:02,2.0,0.0
371366,2019-07-22,12:00:00,0.0,2.0
371576,2020-04-08,07:10:00,0.0,2.0
371576,2019-10-19,10:37:34,2.0,0.0
370034,2019-12-18,08:00:00,2.0,0.0
370034,2019-10-12,12:10:03,0.0,2.0
370034,2019-07-21,11:10:02,2.0,1.0
371383,2020-04-16,06:45:00,2.0,0.0
371383,2020-03-08,06:45:00,2.0,1.0
371383,2020-03-07,02:55:00,2.0,1.0
371218,2020-04-15,10:20:00,0.0,2.0
371218,2020-04-15,10:20:00,0.0,2.0
371591,2020-04-06,11:10:00,2.0,0.0
371591,2020-03-04,06:10:00,2.0,1.0
371591,2020-02-24,07:15:00,1.0,1.0
371488,2020-04-28,12:20:00,0.0,2.0
371488,2020-04-26,11:10:00,2.0,0.0
371488,2020-04-12,09:20:00,2.0,1.0
371488,2020-04-02,12:10:00,2.0,1.0
371488,2020-03-30,09:05:00,2.0,1.0
371489,2020-04-12,05:20:00,1.0,2.0
371489,2020-04-05,06:05:00,1.0,2.0
371489,2020-02-16,06:30:00,2.0,0.0
371489,2020-01-22,20:45:00,2.0,1.0
371489,2020-01-07,09:10:00,1.0,2.0
371218,2020-04-15,10:20:00,0.0,2.0
371591,2020-04-06,11:10:00,2.0,0.0
371591,2020-03-04,06:10:00,2.0,1.0
371591,2020-02-24,07:15:00,1.0,1.0
371013,2020-04-21,13:05:00,2.0,0.0
371013,2020-04-17,16:20:00,2.0,0.0
371013,2020-02-27,16:45:00,2.0,0.0
371013,2019-12-03,16:30:03,2.0,1.0
371013,2019-10-19,13:02:56,2.0,0.0
371013,2020-04-21,13:05:00,2.0,0.0
371013,2020-04-17,16:20:00,2.0,0.0
371013,2020-02-27,16:45:00,2.0,0.0
371013,2019-12-03,16:30:03,2.0,1.0
371013,2019-10-19,13:02:56,2.0,0.0
370021,2020-03-27,03:05:00,2.0,0.0
370021,2020-03-27,03:05:00,2.0,0.0
371354,2020-05-04,09:15:00,1.0,2.0
371354,2019-12-05,08:30:00,0.0,2.0
371354,2019-07-13,05:58:01,0.0,2.0
371354,2019-07-12,10:30:00,0.0,1.0
371354,2019-07-11,05:00:00,0.0,1.0
371763,2020-04-21,08:45:00,1.0,2.0
371763,2020-04-06,11:05:00,1.0,2.0
371763,2020-03-23,03:20:00,2.0,1.0
371763,2020-01-01,14:30:00,0.0,2.0
371763,2019-12-14,08:30:00,1.0,2.0
371354,2020-05-04,09:15:00,1.0,2.0
371354,2019-12-05,08:30:00,0.0,2.0
371354,2019-07-13,05:58:01,0.0,2.0
371354,2019-07-12,10:30:00,0.0,1.0
371354,2019-07-11,05:00:00,0.0,1.0
371585,2020-04-24,03:05:00,2.0,0.0
371585,2020-04-01,03:10:00,1.0,1.0
371585,2020-03-13,03:15:00,2.0,0.0
371758,2019-11-14,08:40:02,2.0,1.0
371758,2019-10-26,04:00:00,2.0,0.0
370992,2020-03-23,16:05:00,2.0,0.0
370992,2020-02-23,16:15:00,3.0,2.0
370992,2020-02-21,18:00:00,1.0,2.0
370992,2020-02-10,13:15:00,0.0,2.0
370992,2019-12-03,14:10:02,1.0,2.0
370719,2020-05-01,13:15:00,2.0,1.0
370719,2020-02-27,14:10:00,2.0,0.0
370719,2019-11-03,13:05:47,0.0,2.0
370719,2019-07-07,13:30:00,0.0,1.0
371073,2019-12-04,19:05:00,2.0,1.0
371073,2019-12-02,19:32:02,1.0,1.0
371073,2019-12-01,00:00:00,1.0,2.0
371073,2019-10-23,21:10:02,0.0,2.0
371768,2020-04-22,08:45:00,2.0,0.0
371768,2020-04-07,11:30:00,1.0,2.0
371768,2020-03-22,07:10:00,2.0,0.0
371768,2020-02-06,12:40:00,2.0,1.0
371768,2020-01-14,08:45:00,1.0,2.0
371288,2020-05-06,03:15:00,2.0,1.0
371582,2020-05-02,09:10:00,2.0,0.0
371582,2020-04-23,06:45:00,2.0,0.0
371582,2020-04-07,09:00:00,2.0,0.0
371582,2020-04-03,07:15:00,1.0,1.0
371582,2019-12-31,06:20:00,2.0,1.0
371761,2020-03-16,07:00:00,2.0,1.0
371761,2020-01-12,12:30:00,1.0,2.0
371761,2020-01-10,10:35:00,2.0,0.0
371761,2019-10-26,13:41:02,2.0,1.0
371761,2019-09-06,16:43:02,2.0,1.0
371490,2020-05-04,06:15:00,2.0,1.0
371490,2020-04-16,11:40:00,0.0,2.0
371490,2020-04-03,09:10:00,0.0,2.0
371490,2020-03-30,12:10:00,1.0,2.0
371490,2020-03-27,06:45:00,2.0,0.0
371408,2020-03-04,11:25:00,2.0,1.0
371583,2020-04-22,03:05:00,2.0,1.0
371583,2020-03-19,05:15:00,0.0,2.0
371237,2020-04-24,08:20:00,2.0,0.0
370065,2020-02-14,06:05:00,2.0,0.0
370065,2019-12-06,08:30:00,3.0,0.0
370065,2019-12-02,04:16:02,0.0,2.0
370065,2019-10-09,03:00:25,1.0,2.0
370065,2019-10-05,10:43:02,2.0,0.0
371756,2020-04-29,11:30:00,0.0,2.0
371756,2020-04-22,12:45:00,1.0,2.0
371756,2020-04-05,08:35:00,0.0,2.0
371756,2019-12-28,02:40:00,2.0,1.0
371756,2019-12-15,07:30:00,2.0,0.0
371830,2020-04-24,05:15:00,1.0,2.0
371830,2020-04-01,02:50:00,2.0,1.0
371830,2020-03-11,08:45:00,2.0,0.0
371830,2020-03-06,10:55:00,0.0,2.0
371830,2020-02-03,10:15:00,2.0,1.0
371491,2020-05-05,11:10:00,1.0,2.0
371491,2020-04-12,11:05:00,2.0,0.0
371491,2020-04-09,11:10:00,2.0,0.0
371491,2020-01-08,06:10:00,2.0,0.0
371491,2019-12-03,07:10:02,2.0,0.0
371363,2020-02-09,06:25:00,2.0,0.0
371363,2019-12-02,15:30:00,0.0,1.0
371363,2019-12-01,12:00:00,1.0,1.0
371363,2019-08-11,13:45:03,2.0,0.0
371363,2019-08-06,08:27:02,0.0,2.0
371203,2020-04-16,08:05:00,2.0,0.0
371575,2020-04-07,09:15:00,1.0,1.0
370078,2020-03-29,07:15:00,1.0,2.0
370078,2019-11-03,06:48:02,2.0,0.0
370078,2019-10-15,08:26:46,0.0,2.0
371359,2020-04-05,09:20:00,2.0,1.0
371359,2020-02-16,08:00:00,1.0,2.0
371359,2019-12-29,11:05:00,1.0,2.0
371359,2019-12-26,07:30:00,2.0,0.0
371359,2019-11-02,04:30:00,2.0,0.0
371803,2020-04-20,06:45:00,2.0,1.0
371803,2020-03-30,07:15:00,1.0,2.0
371803,2020-03-05,14:50:00,0.0,2.0
371803,2020-01-21,05:10:00,2.0,1.0
371574,2020-05-06,09:30:00,2.0,0.0
371574,2020-05-05,08:05:00,2.0,1.0
371574,2020-05-03,07:10:00,1.0,1.0
371574,2020-04-01,03:10:00,1.0,1.0
371574,2020-03-18,08:50:00,0.0,2.0
371685,2020-02-25,14:25:00,2.0,0.0
371685,2020-02-07,15:15:00,0.0,1.0
371685,2019-11-21,12:51:02,2.0,0.0
371685,2019-10-15,13:10:03,1.0,2.0
371685,2019-07-21,15:10:02,2.0,1.0
371799,2020-04-18,04:20:00,2.0,1.0
371799,2020-04-06,06:15:00,2.0,0.0
371799,2020-03-15,12:00:00,1.0,2.0
371799,2020-02-29,13:00:00,2.0,0.0
371799,2020-01-21,07:35:00,1.0,2.0
371717,2020-04-09,12:05:00,0.0,2.0
371847,2020-04-27,11:10:00,2.0,1.0
371847,2020-02-11,12:10:00,1.0,0.0
371847,2020-02-10,17:20:00,2.0,0.0
371847,2019-11-29,17:10:01,2.0,0.0
371846,2020-05-06,16:35:00,2.0,0.0
371846,2020-04-30,21:00:00,2.0,0.0
371490,2020-05-04,06:15:00,2.0,1.0
371490,2020-04-16,11:40:00,0.0,2.0
371490,2020-04-03,09:10:00,0.0,2.0
371490,2020-03-30,12:10:00,1.0,2.0
371490,2020-03-27,06:45:00,2.0,0.0
371846,2020-05-06,16:35:00,2.0,0.0
371846,2020-04-30,21:00:00,2.0,0.0
371691,2020-05-01,13:15:00,2.0,0.0
371691,2020-04-28,11:10:00,2.0,0.0
371363,2020-02-09,06:25:00,0.0,2.0
371363,2019-12-02,15:30:00,1.0,0.0
371363,2019-12-01,12:00:00,1.0,1.0
371363,2019-08-11,13:45:03,0.0,2.0
371363,2019-08-06,08:27:02,2.0,0.0
371691,2020-05-01,13:15:00,2.0,0.0
371691,2020-04-28,11:10:00,2.0,0.0
370749,2020-04-30,08:20:00,2.0,0.0
370749,2020-04-30,08:20:00,2.0,0.0
371203,2020-04-16,08:05:00,2.0,0.0
371691,2020-05-01,13:15:00,2.0,0.0
371691,2020-04-28,11:10:00,2.0,0.0
371931,2020-05-05,12:30:00,2.0,1.0
371406,2019-08-31,08:16:02,1.0,1.0
371406,2019-08-04,03:10:02,2.0,0.0
371406,2019-07-21,05:32:02,2.0,0.0
371566,2020-05-06,08:55:00,0.0,2.0
371566,2019-12-18,08:00:00,2.0,0.0
371566,2019-10-12,12:10:03,0.0,2.0
371566,2019-07-21,11:10:02,2.0,1.0
371493,2020-04-18,11:10:00,1.0,2.0
371493,2020-04-07,11:10:00,2.0,0.0
371493,2020-02-17,06:00:00,2.0,0.0
371493,2019-12-14,06:05:00,0.0,2.0
371493,2019-12-11,05:10:00,1.0,0.0
371369,2019-10-07,12:43:02,2.0,0.0
371369,2019-08-10,12:00:00,2.0,0.0
371568,2020-03-23,03:05:00,2.0,1.0
371568,2020-02-22,09:55:00,0.0,2.0
371568,2019-10-22,06:00:00,0.0,2.0
370766,2020-05-01,10:20:00,1.0,1.0
371662,2019-11-03,05:35:42,0.0,2.0
371662,2018-12-28,05:00:49,0.0,2.0
371662,2018-06-19,03:28:35,0.0,1.0
371662,2018-05-14,12:39:55,1.0,1.0
371662,2018-04-22,08:11:23,2.0,1.0
371494,2020-04-30,08:15:00,2.0,1.0
371494,2020-04-14,07:10:00,1.0,2.0
371494,2020-04-01,06:00:00,2.0,0.0
371494,2020-03-28,12:10:00,0.0,2.0
371494,2019-12-01,06:10:02,1.0,1.0
371847,2020-04-27,11:10:00,2.0,1.0
371847,2020-02-11,12:10:00,1.0,0.0
371847,2020-02-10,17:20:00,2.0,0.0
371847,2019-11-29,17:10:01,2.0,0.0
371494,2020-04-30,08:15:00,2.0,1.0
371494,2020-04-14,07:10:00,1.0,2.0
371494,2020-04-01,06:00:00,2.0,0.0
371494,2020-03-28,12:10:00,0.0,2.0
371494,2019-12-01,06:10:02,1.0,1.0
371390,2019-09-19,08:00:00,2.0,0.0
371390,2019-08-05,11:43:02,2.0,0.0
371390,2019-07-06,12:00:00,0.0,2.0
371390,2019-06-30,11:00:00,2.0,0.0
371390,2019-06-05,13:00:00,0.0,2.0
371215,2020-04-13,10:00:00,1.0,1.0
371584,2020-04-08,05:35:00,0.0,2.0
371347,2020-05-07,06:10:00,0.0,2.0
371347,2020-05-04,06:15:00,1.0,2.0
371347,2020-04-16,11:40:00,2.0,0.0
371347,2020-04-03,09:10:00,2.0,0.0
371347,2020-03-30,12:10:00,2.0,1.0
370077,2020-05-04,11:05:00,1.0,2.0
370077,2020-04-17,08:05:00,1.0,2.0
370077,2019-10-31,11:23:02,2.0,0.0
370077,2020-05-04,11:05:00,1.0,2.0
370077,2020-04-17,08:05:00,1.0,2.0
370077,2019-10-31,11:23:02,2.0,0.0
371607,2020-05-02,07:10:00,1.0,1.0
371607,2020-04-22,03:05:00,2.0,0.0
372079,2020-04-01,09:10:00,2.0,0.0
371825,2020-04-22,02:50:00,0.0,2.0
371825,2020-03-29,07:15:00,0.0,2.0
371825,2020-03-12,11:30:00,2.0,1.0
371825,2020-03-04,08:45:00,2.0,0.0
371825,2020-01-27,11:15:00,0.0,2.0
371721,2020-05-03,16:10:00,0.0,2.0
371821,2020-04-29,07:30:00,2.0,0.0
371821,2020-04-25,04:30:00,0.0,2.0
371821,2020-04-13,02:45:00,0.0,2.0
371821,2020-04-09,02:40:00,2.0,0.0
371821,2020-03-04,10:50:00,1.0,2.0
371036,2020-01-21,21:30:00,0.0,1.0
371036,2019-06-30,09:30:00,0.0,2.0
371036,2019-06-24,17:00:00,1.0,2.0
371036,2019-05-04,12:30:00,2.0,0.0
371036,2018-06-10,06:22:23,2.0,3.0
371641,2020-05-02,20:10:00,2.0,1.0
371641,2020-04-14,11:10:00,0.0,2.0
371641,2020-04-03,15:10:00,0.0,2.0
371641,2020-03-04,17:00:00,2.0,0.0
371641,2020-01-27,18:10:00,1.0,2.0
371078,2020-05-01,21:20:00,1.0,0.0
371078,2017-06-27,03:44:34,1.0,0.0
371060,2019-10-23,23:42:02,2.0,0.0
371630,2020-01-17,08:00:00,2.0,0.0
371578,2020-04-07,05:05:00,0.0,2.0
371578,2020-01-07,10:00:00,0.0,2.0
371578,2019-12-16,06:10:00,0.0,2.0
371664,2020-05-06,05:15:00,2.0,1.0
371664,2019-12-24,10:30:00,0.0,2.0
371664,2019-10-27,06:10:02,1.0,2.0
371664,2019-10-14,05:32:02,2.0,1.0
371664,2018-06-19,06:23:33,0.0,1.0
371364,2020-05-05,11:40:00,2.0,0.0
371580,2020-04-08,11:05:00,0.0,2.0
370070,2020-05-06,11:00:00,2.0,0.0
370070,2020-05-04,09:15:00,1.0,2.0
370070,2019-12-05,08:30:00,0.0,2.0
370070,2019-07-13,05:58:01,0.0,2.0
370070,2019-07-12,10:30:00,0.0,1.0
372063,2020-02-20,09:55:00,2.0,0.0
371607,2020-05-02,07:10:00,1.0,1.0
371607,2020-04-22,03:05:00,2.0,0.0
372063,2020-02-20,09:55:00,2,0
